,title,tags
3586,Water Pistol Fired Using Sideways Gangsta Grip,"News in Photos, Vol 38 Issue 31, crime, SEE MORE: kids, products, music"
3587,Grandma Told 'Do Not Resuscitate' Means 'Low-Sodium Diet',"SEE MORE: health, News in Photos, Vol 38 Issue 31, death, senior citizens"
3588,Invading Iraq,"American Voices, war, Vol 38 Issue 31, iraq, SEE MORE: World"
3589,Herbert Kornfeld,
3590,How Are We Achieving Spiritual Oneness With The Universe?,"Statshot, Vol 38 Issue 31, SEE MORE: religion"
3591,"Horoscope for the week of August 28, 2002","Vol 38 Issue 31, SEE MORE: Horoscope"
3592,Heimlich Demands Maneuver Royalties,"SEE MORE: business, Vol 38 Issue 31, finance, News in Brief, health, doctors"
3593,Finger-Quotes Lady Now Doing Hand Parentheses,"Vol 38 Issue 31, News in Brief, SEE MORE: human interest, workplace, coworkers, people"
3594,When I Have Kids I'm Not Going To Drown Them,"kids, Vol 38 Issue 31, crime, Commentary, Carrie Plunkett, death, SEE MORE: Opinion, parents"
3595,Holly Minero,
3596,Inner Cities To Receive Soothing Heroin,"News, SEE MORE: patriotism, Vol 30 Issue 18, clinton administration"
3597,Floppy-Armed Robot Repeatedly Warns: 'Danger',"SEE MORE: News in Photos, Vol 30 Issue 18"
3598,Dutch Anti-Defamation League Closes,"News in Brief, SEE MORE: patriotism, Vol 30 Issue 18"
3599,Newly Discovered Fossils Reveal Prehistoric Humans Were Bony,"SEE MORE: News in Photos, Vol 30 Issue 18"
3600,Song About Heroin Used To Advertise Bank,"News, SEE MORE: business, drugs, finance, Vol 37 Issue 14, advertising, music, summer music"
3601,The Hoof and Mouth Panic,"Vol 37 Issue 14, SEE MORE: patriotism, Infographic"
3602,"Horoscope for the week of April 18, 2001","Vol 37 Issue 14, SEE MORE: Horoscope"
3603,Choosing A College,"Vol 37 Issue 14, SEE MORE: college, Infographic: Tips"
3604,Vol 32 Issue 08,
3605,Milosevic Confesses To Crimes Against Subhumanity,"SEE MORE: war, europe, News in Photos, Vol 37 Issue 14"
3606,Odds 'N' Ends,"Vol 37 Issue 14, SEE MORE: Commentary, Jean Teasdale"
3607,Worst-Selling Specialty Magazines,"Vol 37 Issue 14, Statshot, SEE MORE: trends, magazines, advertising"
3608,Sitcom Resorts To Wizard Of Oz-Themed Fantasy Episode,"tv, movies, SEE MORE: celebrities, News in Brief, Vol 37 Issue 14, trends"
3609,Bus Passenger Suspects Man In Next Seat Might Be Having Conversation With Him,"News in Brief, Vol 37 Issue 14, SEE MORE: human interest, transportation, travel"
3610,St. Jude Swears Off Ever Answering Another Personals Ad,"sex, dating, News in Brief, Vol 37 Issue 14, advertising, christianity, SEE MORE: religion"
3611,Ironic-Kitsch-Appreciation Subculture Excited About New Britney Spears Novel,"culture, SEE MORE: celebrities, News in Brief, Vol 37 Issue 14, trends, books"
3612,Hosting A Barbecue,"Vol 41 Issue 22, SEE MORE: food, parties, Infographic: Tips"
3613,"6,000-Year-Old Culture Now A 'Developing Nation'","News in Photos, SEE MORE: World, culture, Vol 37 Issue 14, poor, history, Economy"
3614,"May 29, 1993","Vol 41 Issue 22, SEE MORE: media, poor, History"
3615,Judge Hatchett Ruling Overturned By Judge Joe Brown,"tv, courts, television, News, SEE MORE: celebrities, Vol 41 Issue 22, patriotism, legal"
3616,"If It's Any Consolation, Your Daughter Probably Died Almost Immediately Of Sheer Terror","kids, Detective Frank Cosloy, Family, Commentary, doctors, Vol 41 Issue 22, death, SEE MORE: Opinion"
3617,"Horoscope for the week of June 1, 2005","Vol 41 Issue 22, SEE MORE: Horoscope"
3618,"Horoscope for the week of December 6, 2000","Vol 36 Issue 44, SEE MORE: Horoscope"
3619,CEO Sad Nobody Noticed New Tie,"SEE MORE: business, News in Photos, rich, fashion, Vol 41 Issue 22, jobs"
3620,Vatican Warns Against Increasingly Healthy Attitudes Toward Sex,"News, SEE MORE: World, sex, relationships, religion, Vol 36 Issue 44"
3621,Area Senior Up For Some Boggle,"Vol 36 Issue 44, SEE MORE: News in Photos"
3622,Personals Ad Omits Goiter,"Vol 36 Issue 44, SEE MORE: News in Photos"
3623,Black Guy Photoshopped In,"News, college, advertising, Vol 36 Issue 44, race, SEE MORE: education"
3624,Least-Safe Airlines,"Vol 36 Issue 44, SEE MORE: Statshot"
3625,The Scooter Craze,"Vol 36 Issue 44, SEE MORE: Infographic"
3626,Nation's Dog Owners Demand To Know Who's A Good Boy,"animals, SEE MORE: patriotism, Vol 36 Issue 44, News, pets"
3627,All's Right With The World,"T. Herman Zweibel, Vol 36 Issue 44, SEE MORE: Commentary"
3628,H-Dog Jr.,"Vol 36 Issue 44, SEE MORE: Commentary, Herbert Kornfeld"
3629,Marxists' Apartment A Microcosm Of Why Marxism Doesn't Work,"News, SEE MORE: Real Estate, Vol 38 Issue 42"
3630,48-Year-Old Still Unsure What He Wants To Do With His Life,"people, News, SEE MORE: human interest, Vol 36 Issue 44"
3631,James Waltrip,
3632,What Are We Trapped Under?,"Vol 38 Issue 42, SEE MORE: Statshot"
3633,"Horoscope for the week of November 13, 2002","Vol 38 Issue 42, SEE MORE: Horoscope"
3634,Sarah Jessica Gives 'Birth In The City'!,"television, SEE MORE: celebrities, Commentary, Vol 38 Issue 42, Jackie Harvey, parents"
3635,Crude But Functional Starbucks Hewn From Rock Facing,"Vol 38 Issue 42, News in Photos, rich, SEE MORE: culture"
3636,Teen Newsweek Reports North Korea Is The Bomb,"television, high school, SEE MORE: World, News in Brief, Vol 38 Issue 42, news media"
3637,Vol 36 Issue 14,
3638,Upper-Middle-Class Woman Worries There's Better Coffee She Doesn't Know About,"SEE MORE: food, News in Brief, rich, human interest, people, Vol 38 Issue 42, products, shopping"
3639,Michael LaFleur,
3640,Christopher Reeve Named Man of the Year By Inspirational Cripple Magazine,"media, News, patriotism, Vol 30 Issue 18, SEE MORE: celebrities"
3641,The Filtered Water Phenomenon,"SEE MORE: Infographic, Vol 30 Issue 18"
3642,New Candy To Hum And Glow In Mouths,"SEE MORE: News in Photos, Vol 30 Issue 18"
3643,National Battle of the Bands Devastates Pizza Delivery Industry,"service industry, SEE MORE: patriotism, News, music, Vol 30 Issue 18"
3644,"Miss Teen USA Seizes Crown, Declares Self Miss Teen USA For Life","News, SEE MORE: patriotism, Vol 30 Issue 18"
3645,Rising Cable Rates,"SEE MORE: patriotism, American Voices, Vol 30 Issue 18"
3646,Here Is Some Pornography For You,"T. Herman Zweibel, SEE MORE: Commentary, Vol 30 Issue 18"
3647,"Horoscope for the week of December 10, 1996","SEE MORE: Horoscope, Vol 30 Issue 18"
3648,Mit Think-Tank Develops 20 Great Gift Ideas,"Vol 30 Issue 18, SEE MORE: News in Brief"
3649,People Don't Like To Look At Me In Traffic,"SEE MORE: Opinion, Harry Zinski, Vol 30 Issue 18, Commentary"
3650,Shareware Fee Paid,"News in Brief, Vol 30 Issue 18, SEE MORE: Science & Technology"
3651,4 Incredible Rocks That Look Just Like People,"SEE MORE: Lifestyle, Sunday Magazine, Vol 50 Issue 18"
3652,Area Stand-Up Comedian Questions The Deal With Drive-Thru Windows,"Vol 30 Issue 18, SEE MORE: News in Brief"
3653,Furious Maitre D’ Can Only Assume Hostess Didn’t Realize She Was Addressing Everlast,"SEE MORE: Lifestyle, News in Brief, music, food, Vol 50 Issue 18"
3654,Malcolm Williamson,
3655,McDonald’s Testing Do-It-Yourself Seasoned Fries,"SEE MORE: Opinion, American Voices, Vol 50 Issue 18"
3656,BREAKING: Still Nothing,"News in Brief, SEE MORE: News, Vol 49 Issue 16, Breaking News: Boston"
3657,Vol 38 Issue 36,
3658,Vol 41 Issue 24,
3659,Shocked Dzhokar Tsarnaev Always Thought Classmates Were Really Great Judges Of Character,"News in Brief, SEE MORE: News, Breaking News: Boston, Vol 49 Issue 17"
3660,Vol 36 Issue 06,
3661,Catholic Teen's Life Ends At Conception,"SEE MORE: News, Breaking News: Boston, video"
3662,Vol 41 Issue 14,
3663,Dzhokar Tsarnaev Finally Moves Off Campus,"News in Brief, Breaking, SEE MORE: News, Breaking News: Boston, Vol 49 Issue 18"
3664,Dzhokar Tsarnaev Posts Bail,"Breaking, SEE MORE: News, Breaking News: Boston, Vol 49 Issue 17"
3665,Jihadist Woman Wishes Her Sons Could Be More Like Those Tsarnaev Boys,"News in Brief, SEE MORE: News, Breaking News: Boston, Vol 49 Issue 18"
3666,Dzhokhar Tsarnaev Rushes Out Of Summer Class To Make Court Hearing,"News in Brief, SEE MORE: News, Vol 49 Issue 28, Breaking News: Boston"
3667,"Horoscope for the week of February 11, 1998","Vol 33 Issue 05, SEE MORE: Horoscope"
3668,Report: Dzhokhar Tsarnaev Left Really Nice Thank-You Note To Boat Owner,"News in Brief, Breaking, SEE MORE: News, Vol 49 Issue 20, Breaking News: Boston"
3669,Ghost Of Anne Frank: 'Quit Reading My Diary',"News, Vol 33 Issue 05, SEE MORE: World"
3670,UMass Dartmouth Beginning To Regret Offering Course In Applied Domestic Terrorism,"News in Brief, Breaking, SEE MORE: News, Breaking News: Boston, Vol 49 Issue 18"
3671,The Titanic Scenario: Could It Really Happen?,"Vol 33 Issue 05, SEE MORE: News in Photos"
3672,"Begone, Hateful Puppetry!","T. Herman Zweibel, SEE MORE: Commentary, Vol 33 Issue 05"
3673,New Ted Nugent Cologne Tested On ‘Every Goddamn Animal We Could Find’,"Vol 33 Issue 05, SEE MORE: News in Brief"
3674,Obamas To Speak At SXSW,"SEE MORE: Opinion, Vol 52 Issue 08, American Voices"
3675,Nation’s Teen Drug Problem Ended By Rapping Cartoon Spokesbeast,"News in Brief, SEE MORE: patriotism, Vol 33 Issue 05"
3676,"Report: U.S. Consumers Spend $$900 Billion Each Year After Saying ‘Gimme One Of Those, Too’","News in Brief, SEE MORE: News, money, Economy, Vol 52 Issue 08"
3677,Morton Unveils Individually Wrapped Salt Grains,"products, SEE MORE: News, business, News in Photos, Vol 52 Issue 08"
3678,Abubakar Shekau,
3679,E-Cigarettes Banned From Commercial Flights,"SEE MORE: Opinion, Vol 52 Issue 08, American Voices"
3680,Vol 42 Issue 07,
3681,Search For Self Called Off After 38 Years,"News, mental health, self-improvement, SEE MORE: human interest, people, Vol 41 Issue 37"
3682,Let Smoove Rock Your Body And World,"Smoove B, Vol 39 Issue 22, SEE MORE: sex, Commentary"
3683,Vol 38 Issue 46,
3684,Vol 40 Issue 37,
3685,Area Man's Pop-Culture References Stop At 1988,"News, SEE MORE: Pop Culture, Vol 39 Issue 22"
3686,Vol 39 Issue 44,
3687,Refrigerator Wins American Appliance,"SEE MORE: technology, Vol 39 Issue 22, products, News in Photos, tv"
3688,Michelle Carney,
3689,How Are We Complicating The Lives Of Our Newborn Twins?,"Statshot, Vol 39 Issue 22, parents, SEE MORE: kids"
3690,"Horoscope for the week of June 11, 2003","Vol 39 Issue 22, SEE MORE: Horoscope"
3691,Area Man Unafraid To Try New Snacks,"News, SEE MORE: food, Vol 35 Issue 16"
3692,Remember Me? I'm That Kid Who Had A Report Due On Space,"Vol 39 Issue 22, SEE MORE: Opinion, education, That Kid Who Had A Report Due On Space, Commentary"
3693,Graduation Party More Lucrative Than Planned Future Career,"college, News in Brief, parties, Vol 39 Issue 22, SEE MORE: education, jobs"
3694,NYPD Apologizes For Accidental Shooting-Clubbing-Stabbing-Firebombing Death,"News, SEE MORE: patriotism, government, scandal, Vol 35 Issue 16, crime, death"
3695,NATO's 50th Anniversary,"Vol 35 Issue 16, SEE MORE: World, Infographic"
3696,MC Serch Updates List Of Gas-Face Recipients,"News in Brief, Vol 39 Issue 22, SEE MORE: music"
3697,Top U.S. High-School Locker-Room Torture Techniques,"Vol 35 Issue 16, SEE MORE: Statshot"
3698,259 New Objects Now Available In Gummi Form,"Vol 35 Issue 16, SEE MORE: food, products, News in Photos, advertising"
3699,Bashful Terrorists Won't Take Credit For Attack,"SEE MORE: World, News in Brief, middle east, terrorism, news media, Vol 41 Issue 37"
3700,Alternate-Universe James Hetfield Named Taco Bell Employee Of The Month,"News, Vol 35 Issue 16, coworkers, service industry, supernatural, SEE MORE: workplace"
3701,"Horoscope for the week of April 28, 1999","Vol 35 Issue 16, SEE MORE: Horoscope"
3702,A Satisfactory Denouement,"Vol 35 Issue 16, SEE MORE: Commentary, T. Herman Zweibel"
3703,I Got A Birthday Coming Up!,"Vol 35 Issue 16, SEE MORE: Commentary, Jim Anchower"
3704,Eggs Good For You This Week,"Vol 35 Issue 16, News in Brief, trends, SEE MORE: health, science, patriotism"
3705,Exxon Paleontologists Call For Increased U.S. Fossil Production,"News, SEE MORE: patriotism, Vol 32 Issue 08, environment"
3706,Area Telemarketer Awash In Sea Of Human Misery,"Vol 32 Issue 08, News in Photos, SEE MORE: workplace"
3707,The Land Mine Debate,"American Voices, Vol 32 Issue 08, SEE MORE: World"
3708,Jim Anchower And Zoos Don't Mix,"Vol 32 Issue 08, SEE MORE: Commentary, Jim Anchower"
3709,NASA To Send Earth Into Space,"Vol 32 Issue 08, News in Photos, NASA, SEE MORE: Science & Technology"
3710,My Play,"T. Herman Zweibel, Vol 32 Issue 08, SEE MORE: Commentary"
3711,Greenpeace In Decline,"SEE MORE: business, Vol 32 Issue 08, Infographic"
3712,Who Will Shoe Your Pretty Little Foot?,"SEE MORE: Opinion, Vol 32 Issue 08, Sir Francis Oglethorpe, Commentary"
3713,National Security Commission Warns Clinton: ‘The Call Is Coming From Inside The House’,"Vol 32 Issue 08, SEE MORE: News in Photos"
3714,Civilization Collapses,"Vol 32 Issue 08, SEE MORE: News in Brief"
3715,Time-Management Tips,"Vol 32 Issue 08, SEE MORE: Tips, Infographic: Tips"
3716,Carrie Plunkett,
3717,Freshman Term Paper Discovers Something Totally New About Silas Marner,"News, Vol 32 Issue 08, college, SEE MORE: education"
3718,New York Times Adds Color To Target Under-70 Demographic,"News in Brief, Vol 32 Issue 08, SEE MORE: innovation"
3719,Cash-Room Bitch Be Havin' My Shortie,"SEE MORE: Commentary, Vol 36 Issue 09, Herbert Kornfeld"
3720,Tha Autobiography Of Herbert K,"SEE MORE: Commentary, Herbert Kornfeld, Vol 35 Issue 18"
3721,A Homey In Need,"Vol 37 Issue 07, SEE MORE: Commentary, Herbert Kornfeld"
3722,What Y'all Heard About Tha CPA Convention Be LIES,"SEE MORE: Commentary, Vol 36 Issue 25, Herbert Kornfeld"
3723,True A.R. Bruthas Don't Take No Layba Day Off,"SEE MORE: Commentary, Vol 37 Issue 32, Herbert Kornfeld"
3724,Offin' Office Max,"Vol 38 Issue 19, SEE MORE: Commentary, Herbert Kornfeld"
3725,Keepin' It Real In Tha Midstate Crib,"Commentary, Vol 38 Issue 34, SEE MORE: trends, Herbert Kornfeld, suburbs"
3726,"Yo, Don't Judge","SEE MORE: Commentary, Herbert Kornfeld, Vol 39 Issue 19"
3727,Joinin' Tha Notary Club,"SEE MORE: Commentary, Herbert Kornfeld, Vol 39 Issue 01"
3728,Daddy H. Day Care,"Commentary, Herbert Kornfeld, Vol 39 Issue 35, SEE MORE: kids"
3729,A Motivation Seminizar,"jobs, Vol 41 Issue 17, Herbert Kornfeld, SEE MORE: workplace, Commentary"
3730,A Day Off? Sheeit,"SEE MORE: Commentary, Vol 40 Issue 42, Herbert Kornfeld"
3731,Sob Sistah,"SEE MORE: Commentary, Herbert Kornfeld, Vol 40 Issue 21"
3732,Halliburton Gets Contract To Pry Gold Fillings From New Orleans Corpses' Teeth,"SEE MORE: patriotism, government, News in Brief, death, Economy, Vol 41 Issue 37, natural disasters"
3733,Microwave-Resistant Potato Alarms Scientists,"News in Brief, Vol 41 Issue 37, SEE MORE: World, food, science"
3734,It Wuz Always 'Bout Tha Numbahs,"Herbert Kornfeld, culture, Vol 43 Issue 17, SEE MORE: music, Commentary, jobs"
3735,Ask A Man Who's Jowl-Deep In Phyllis Diller's Pussy,"Vol 41 Issue 37, Advice, self-improvement, sex, SEE MORE: celebrities"
3736,Your Horoscope,"Vol 41 Issue 37, SEE MORE: Horoscope"
3737,Carl Schmidt,
3738,Scientists Discover 6000-Year-Old Stain,"history, Radio News, Vol 41 Issue 37, SEE MORE: science"
3739,Ford Recall,"SEE MORE: business, health, travel, American Voices, products, Vol 41 Issue 37"
3740,"September 12, 1972","Vol 41 Issue 37, SEE MORE: history, History, fashion"
3741,Seventy-Two Percent Of High Fives Unwarranted,"trends, SEE MORE: human interest, Radio News, Vol 41 Issue 37"
3742,Causes For Gas-Price Increase,"Statshot, Vol 41 Issue 37, SEE MORE: oil"
3743,iPod Nano,"SEE MORE: business, products, Vol 41 Issue 37, American Voices, gadgets"
3744,"Katrina Reporters ""Lost It""","news media, SEE MORE: human interest, Vol 41 Issue 37, natural disasters, American Voices"
3745,Popular 'Dad' Character Will Leave Next Season,"SEE MORE: Family, Vol 41 Issue 37, Radio News"
3746,China's Olympic Bid,"Vol 37 Issue 19, SEE MORE: World, Infographic"
3747,Russia Acquires Amway Distributorship,"News, SEE MORE: World, poor, Vol 37 Issue 19, europe, activism, Economy, charity"
3748,Detective Frank Cosloy,
3749,Least Requested Personalized License Plates,"Vol 37 Issue 19, Statshot, SEE MORE: automotive"
3750,"Horoscope for the week of May 9, 2001","Vol 37 Issue 19, SEE MORE: Horoscope"
3751,Moving-Day Tips,"Vol 37 Issue 19, SEE MORE: Infographic: Tips"
3752,"High-School Senior Marvels At What A Long, Strange Trip It's Been","News, education, high school, SEE MORE: human interest, teenagers, music, Vol 37 Issue 19"
3753,Vast Array Of Lip-Balm Options Paralyzes Shopper,"News in Brief, fashion, Vol 37 Issue 19, women, SEE MORE: products, shopping"
3754,I Think We Should Fuck Other People,"Vol 37 Issue 08, couples, sex, dating, Commentary, Sean Anderson, SEE MORE: Opinion"
3755,My Weed Connection Is Dried Up,"Vol 37 Issue 19, Jim Anchower, SEE MORE: drugs, Commentary"
3756,Home-Buying Tips,"housing, Vol 37 Issue 08, SEE MORE: Real Estate, Infographic: Tips"
3757,Top Inspirational Hymns,"Vol 37 Issue 08, Statshot, SEE MORE: summer music"
3758,"Horoscope for the week of March 7, 2001","Vol 37 Issue 08, SEE MORE: Horoscope"
3759,Vincent Tremanski,
3760,Layoffs And The R-Word,"Vol 37 Issue 08, SEE MORE: business, American Voices"
3761,Vol 36 Issue 37,
3762,Sociologist Considers Own Behavior Indicative Of Larger Trends,"News, education, Vol 37 Issue 08, SEE MORE: human interest, people, trends, science"
3763,Vol 38 Issue 09,
3764,We Have All The Time In The World To Find A Cure For Diabetes,"Vol 37 Issue 08, disease, Commentary, Science & Technology, science, death, SEE MORE: Opinion, Dr. William C. Martz"
3765,Mid-Level Manager Forced To Find Out Who Isn't Flushing The Toilet,"News, Vol 36 Issue 14, office, SEE MORE: workplace"
3766,Vol 43 Issue 47,
3767,What Are We Dipping Our Snack Foods In?,"Statshot, SEE MORE: cooking, Vol 36 Issue 14"
3768,Federal Judge Rules Parker Brothers Holds Monopoly Monopoly,"News, SEE MORE: business, Vol 36 Issue 14"
3769,Vol 38 Issue 32,
3770,"Horoscope for the week of April 19, 2000","SEE MORE: Horoscope, Vol 36 Issue 14"
3771,The Columbine Legacy,"SEE MORE: Infographic, Vol 36 Issue 14"
3772,Watching N. Aeschylus Grow,"T. Herman Zweibel, SEE MORE: Commentary, Vol 36 Issue 14"
3773,New Spiritually Correct Doll Lets Children Show Where And How Jesus Touched Them,"SEE MORE: News in Photos, Vol 36 Issue 14"
3774,Waiter Seriously Needs His Apps,"News in Brief, Vol 36 Issue 14, SEE MORE: workplace"
3775,Harry Zinski,
3776,Jean Teasdale Living,"SEE MORE: Commentary, Jean Teasdale, Vol 36 Issue 14"
3777,Report: Most Terrorists Do Not Start The Day Off With A Good Breakfast,"News in Brief, terrorism, SEE MORE: World, Vol 36 Issue 14, cooking"
3778,New 'Time' To Keep Everything From Happening At Once,"News in Brief, Vol 36 Issue 14, SEE MORE: Science & Technology"
3779,"Hotshot Test Pilot Removes Helmet, Reveals Female Status","Vol 36 Issue 14, SEE MORE: News in Brief"
3780,College Senior Hopes To Turn Love Of Data Entry Into Career,"News, education, college, technology, optimism, Vol 43 Issue 11, careers, jobs, SEE MORE: Economy"
3781,"Doctor, Patient Have Wildly Different Definitions Of Word 'Hope'","News in Brief, Vol 38 Issue 14, SEE MORE: optimism"
3782,Self-Help Book Believes It Can Be A Bestseller Someday,"News, Vol 40 Issue 45, self-improvement, SEE MORE: books, optimism"
3783,Guidance Counselor Prefaces SAT Results By Talking About Test's Flaws,"Vol 37 Issue 08, education, high school, college, News in Brief, SEE MORE: kids"
3784,"You Win Some, You Claim To Have Won Some","SEE MORE: Opinion, Jack Billings, Vol 40 Issue 18, optimism, Commentary"
3785,"Suburban Family Invests Hopes, Dreams In Gas Grill","News in Photos, SEE MORE: food, self-improvement, Vol 43 Issue 28, products, optimism"
3786,Mean Automakers Dash Nation's Hope For Flying Cars,"SEE MORE: business, automotive, optimism, video"
3787,"April 7, 1948","SEE MORE: history, Vol 41 Issue 14, History"
3788,U.S. High School Gets Raw End Of Student Exchange,"News, education, high school, Vol 41 Issue 14, SEE MORE: kids, foreign affairs"
3789,NASA Intern Hoping To Go On Space Walk Before He Leaves In June,"News, NASA, Vol 44 Issue 17, space, SEE MORE: Science & Technology, optimism, jobs"
3790,Pope's Renal System Proves Fallible,"pope, SEE MORE: health, News in Photos, Vol 41 Issue 14, death"
3791,"Horoscope for the week of April 6, 2005","Vol 41 Issue 14, SEE MORE: Horoscope"
3792,What Are We Writing Off?,"SEE MORE: Statshot, Vol 41 Issue 14"
3793,"Who Are You Going To BelieveMe, Or That Encyclopedia Britannica 2005 Almanac?","Vol 41 Issue 14, Commentary, Tamara Ingersol, human interest, books, SEE MORE: Opinion"
3794,Slowly Rotating Pie A Metaphor For Trucker's Failing Marriage,"SEE MORE: food, marriage, News in Photos, poor, Vol 41 Issue 14, jobs"
3795,Rising Oil Prices,"SEE MORE: patriotism, oil, Vol 41 Issue 14, Economy, Infographic"
3796,Colombian Teen Going Through Anti-Government Guerilla Phase,"SEE MORE: patriotism, government, drugs, News in Brief, war, Vol 41 Issue 14, teenagers"
3797,Hurricane Preparedness,"Vol 40 Issue 37, SEE MORE: Infographic"
3798,I Feel I Have Earned The Right To Not Have To Call 'Shotgun',"Dan Viesel, SEE MORE: Opinion, friends, Vol 40 Issue 37, Commentary"
3799,Experimental Band Theoretically Good,"Vol 40 Issue 37, News in Photos, SEE MORE: music"
3800,Many Cancer Deaths Preventable,"health, Vol 41 Issue 14, SEE MORE: Science & Technology, American Voices, death, science, cancer"
3801,"September 18, 1954","SEE MORE: History, Vol 40 Issue 37"
3802,Trapped Miner Wishes He Could See The Coverage,"tv, SEE MORE: patriotism, news media, News, Vol 40 Issue 37"
3803,Least Popular Appetizers,"Statshot, SEE MORE: food, Vol 40 Issue 37"
3804,Letter Of Recommendation Reused For Eighth Intern,"News in Brief, SEE MORE: business, workplace, Vol 40 Issue 37"
3805,Keeping Kids Safe,"SEE MORE: patriotism, Vol 38 Issue 32, Infographic"
3806,Bar Owner Considering Sept. 11 Options,"News in Brief, alcohol, Vol 38 Issue 32, SEE MORE: terrorism"
3807,Catholic Church Rules Perjury Not A Mortal Sin,"News in Brief, pope, SEE MORE: religion, Vol 38 Issue 32"
3808,"Shame On You, Wynonna Rider","SEE MORE: Commentary, Vol 38 Issue 09, Jackie Harvey"
3809,Botox And Beyond,"Vol 38 Issue 09, SEE MORE: self-improvement, Infographic"
3810,First Place Cops Looked Was Inside AT-AT,"News in Photos, SEE MORE: crime, technology, Vol 38 Issue 32"
3811,What Will We Eventually Get Around To Bringing In From The Car?,"SEE MORE: Statshot, Vol 38 Issue 09"
3812,Sociology 101 Assignment Stretched To Incorporate '70s Punk Rock,"News, college, SEE MORE: education, music, Vol 38 Issue 09"
3813,Scotland More Relaxed When Sean Connery Is Away,"News in Brief, Vol 38 Issue 09, SEE MORE: World, celebrities"
3814,Study Finds Sexism Rampant In Nature,"News, SEE MORE: Science & Technology, trends, Vol 38 Issue 09, animals, environment"
3815,Tamara Ingersol,
3816,Man Can't Get Police To Care About His Bob Crane Murder Theory,"News in Brief, police, SEE MORE: crime, Vol 38 Issue 09"
3817,Military Promises 'Huge Numbers' For Gulf War II: The Vengeance,"News, SEE MORE: World, war, iraq, Vol 38 Issue 09, military"
3818,The Andrea Yates Trial,"kids, SEE MORE: patriotism, Vol 38 Issue 09, parents, American Voices"
3819,God Wondering Whatever Happened To That Planet Where He Made All Those Monkeys,"News in Brief, Vol 36 Issue 37, SEE MORE: God"
3820,"Horoscope for the week of March 13, 2002","Vol 38 Issue 09, SEE MORE: Horoscope"
3821,Mayhem In The Mideast,"American Voices, Vol 36 Issue 37, SEE MORE: World"
3822,Man Listening To 'Highway To Hell' Actually On Parkway To Waukegan,"SEE MORE: human interest, Vol 36 Issue 37, News in Photos, music, automotive"
3823,First-Aid Tips,"SEE MORE: health, Vol 36 Issue 37, Infographic: Tips, medicine"
3824,Indian Teen Caught Playing Air Sitar,"high school, SEE MORE: World, culture, News in Brief, Vol 36 Issue 37, music"
3825,I Been Trying To Figure Out A Way To Make Some Scratch,"SEE MORE: Commentary, Vol 36 Issue 37, Jim Anchower"
3826,I Will Decide What Is Appropriate For Children!,"Commentary, Vol 36 Issue 37, T. Herman Zweibel, SEE MORE: kids"
3827,"Horoscope for the week of October 18, 2000","Vol 36 Issue 37, SEE MORE: Horoscope"
3828,Aging Gen-Xer Doesn't Find Bad Movies Funny Anymore,"News, culture, SEE MORE: movies, Vol 36 Issue 37, people, trends"
3829,"Len Foster, Jr.",
3830,I Wish Someone Would Do Something About How Fat I Am,"fitness, self-improvement, Philip Von Zweck, Commentary, people, Vol 41 Issue 24, SEE MORE: Opinion"
3831,"Horoscope for the week of June 15, 2005","Vol 41 Issue 24, SEE MORE: Horoscope"
3832,Sean Anderson,
3833,Everything That Can Go Wrong Listed,"News, Vol 41 Issue 24, science, SEE MORE: Science & Technology"
3834,Chinese Factory Worker Can't Believe The Shit He Makes For Americans,"News, SEE MORE: products, poor, Vol 41 Issue 24, china"
3835,Dept. Head Rawlings,
3836,Portugal Finally Gets It Together,"News in Brief, europe, self-improvement, Vol 41 Issue 24, SEE MORE: World"
3837,I Am The 'Top Gun' Of Commercial Airline Pilots,"movies, Vol 38 Issue 36, Commentary, human interest, Capt. Ron Mongoose Haller, SEE MORE: Opinion"
3838,Huge Democracy Geek Even Votes In Primaries,"News, war for the white house, SEE MORE: human interest, Vol 38 Issue 36, people, elections"
3839,GM's Rising Costs,"Vol 41 Issue 24, SEE MORE: business, Infographic, automotive"
3840,All Of Math Teacher's Examples Involve Moon Pies,"News in Brief, education, SEE MORE: food, Vol 41 Issue 24"
3841,Brittany Linder,
3842,Stephen King Calls It Quits,"senior citizens, Vol 38 Issue 36, SEE MORE: books, Infographic"
3843,RIAA Sues Radio Stations For Giving Away Free Music,"News, SEE MORE: Pop Culture, Vol 38 Issue 36"
3844,Toll-Booth Girl Hit On Quickly,"News in Photos, Vol 38 Issue 36, dating, SEE MORE: automotive"
3845,Least Healthy Fast-Food Items,"fast food, SEE MORE: health, Statshot, fitness, Vol 38 Issue 36"
3846,"Horoscope for the week of October 2, 2002","Vol 38 Issue 36, SEE MORE: Horoscope"
3847,Conan 'Conanquers' The Emmys!,"SEE MORE: television, Vol 38 Issue 36, Jackie Harvey, Commentary"
3848,Purchase Justified By Theoretical $$50 Rebate,"SEE MORE: finance, News in Brief, Vol 38 Issue 36, computers, shopping"
3849,Tokyo Squeezes In Five More Residents,"World, SEE MORE: News, Vol 38 Issue 36, asia, News in Brief"
3850,"Feud Develops Between Sly Stallone, Bruce Willis","SEE MORE: Opinion, Vol 49 Issue 32, American Voices"
